,Time,T_AVG
6234,2022-01-01,6.808333333333334
6235,2022-01-02,0.12083333333333339
6236,2022-01-03,-7.616666666666666
6237,2022-01-04,-7.454166666666667
6238,2022-01-05,-1.2416666666666667
6239,2022-01-06,-2.0791666666666666
6240,2022-01-07,-5.366666666666667
6241,2022-01-08,-8.875
6242,2022-01-09,-2.408333333333333
6243,2022-01-10,-6.1625000000000005
6244,2022-01-11,-13.879166666666668
6245,2022-01-12,-7.966666666666666
6246,2022-01-13,-0.2833333333333334
6247,2022-01-14,-2.3000000000000003
6248,2022-01-15,-17.495833333333334
6249,2022-01-16,-15.458333333333334
6250,2022-01-17,-3.0208333333333335
6251,2022-01-18,-5.991666666666667
6252,2022-01-19,-4.45
6253,2022-01-20,-5.429166666666667
6254,2022-01-21,-14.512500000000001
6255,2022-01-22,-20.212500000000002
6256,2022-01-23,-6.195833333333333
6257,2022-01-24,-12.508333333333333
6258,2022-01-25,-5.545833333333333
6259,2022-01-26,-12.369565217391305
6260,2022-01-27,-16.533333333333335
6261,2022-01-28,-5.4750000000000005
6262,2022-01-29,-15.004166666666668
6263,2022-01-30,-15.700000000000001
6264,2022-01-31,-14.808333333333332
6265,2022-02-01,-9.766666666666667
6266,2022-02-02,-0.7291666666666666
6267,2022-02-03,1.2083333333333333
6268,2022-02-04,-8.262500000000001
6269,2022-02-05,-10.945833333333333
6270,2022-02-06,-15.079166666666666
6271,2022-02-07,-4.25
6272,2022-02-08,-6.716666666666666
6273,2022-02-09,-4.895833333333333
6274,2022-02-10,3.2624999999999997
6275,2022-02-11,0.4791666666666666
6276,2022-02-12,3.9250000000000003
6277,2022-02-13,-7.825
6278,2022-02-14,-14.441666666666668
6279,2022-02-15,-14.091666666666667
6280,2022-02-16,-4.766666666666667
6281,2022-02-17,6.383333333333333
6282,2022-02-18,-0.6374999999999998
6283,2022-02-19,-7.425
6284,2022-02-20,-7.6625000000000005
6285,2022-02-21,2.620833333333333
6286,2022-02-22,4.933333333333334
6287,2022-02-23,6.016666666666667
6288,2022-02-24,-7.070833333333333
6289,2022-02-25,-4.083333333333333
6290,2022-02-26,-7.2250000000000005
6291,2022-02-27,-4.145833333333333
6292,2022-02-28,-8.266666666666667
6293,2022-03-01,-2.9291666666666667
6294,2022-03-02,0.21666666666666665
6295,2022-03-03,-4.425
6296,2022-03-04,-10.366666666666667
6297,2022-03-05,-5.683333333333334
6298,2022-03-06,9.670833333333333
6299,2022-03-07,6.429166666666667
6300,2022-03-08,-0.39166666666666666
6301,2022-03-09,-2.8166666666666664
6302,2022-03-10,-2.8304347826086955
6303,2022-03-11,1.2625
6304,2022-03-12,-2.566666666666667
6305,2022-03-13,-7.554166666666667
6306,2022-03-14,0.34166666666666673
6307,2022-03-15,3.025
6308,2022-03-16,5.2250000000000005
6309,2022-03-17,8.25
6310,2022-03-18,8.747826086956522
6311,2022-03-19,13.279166666666667
6312,2022-03-20,7.4750000000000005
6313,2022-03-21,4.233333333333333
